CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
572,France,Female,38,7,0.0,2,1,1,133122.62,1,PLATINUM,739
608,Spain,Male,27,4,153325.1,1,1,1,199953.33,3,SILVER,778
701,France,Male,39,2,0.0,2,1,1,82526.92,4,DIAMOND,812
590,Spain,Male,34,0,65812.35,2,0,1,160346.3,3,PLATINUM,967
845,Germany,Female,43,3,152063.59,2,1,0,97910.06,1,DIAMOND,443
542,Spain,Male,32,2,131945.94,1,0,1,159737.56,3,SILVER,406
681,France,Male,43,3,66338.68,1,1,1,18772.5,5,DIAMOND,350
646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1,GOLD,989
607,France,Female,31,1,102523.88,1,1,1,166792.71,2,GOLD,492
742,France,Male,32,6,160485.16,1,1,0,29023.03,5,GOLD,295
648,Spain,Female,43,7,81153.82,1,1,1,144532.85,5,PLATINUM,890
712,France,Female,31,7,0.0,2,1,0,170333.38,4,SILVER,754
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,4,SILVER,749
634,Germany,Female,37,7,143258.85,2,1,0,192721.98,2,DIAMOND,760
569,Spain,Female,34,3,0.0,1,1,0,133997.53,1,PLATINUM,824
517,Spain,Male,39,3,0.0,2,0,1,12465.51,5,PLATINUM,805
705,Germany,Male,42,8,166685.92,2,1,1,55313.51,4,GOLD,283
625,France,Female,39,5,0.0,2,1,0,32615.21,2,SILVER,269
728,France,Female,34,6,90425.15,2,1,1,11597.69,1,SILVER,439
476,Germany,Female,34,8,111905.43,1,0,1,197221.81,3,PLATINUM,832
724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,PLATINUM,356
850,Germany,Female,33,2,83415.04,1,0,1,74917.64,3,PLATINUM,271
507,France,Male,33,7,0.0,2,1,1,85411.01,2,PLATINUM,675
546,Germany,Female,52,1,106074.89,1,1,1,23548.45,3,PLATINUM,579
625,France,Female,36,3,0.0,2,1,0,41295.1,2,PLATINUM,841
648,Spain,Male,32,8,0.0,1,1,0,133653.38,4,SILVER,687
809,Germany,Male,50,10,118098.62,1,1,1,100720.02,4,DIAMOND,833
648,France,Female,38,2,0.0,2,0,1,9551.49,1,SILVER,565
658,Germany,Male,31,2,77082.65,2,0,0,13482.28,4,PLATINUM,620
646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1,PLATINUM,311
602,Germany,Male,35,7,90602.42,2,1,1,51695.41,3,GOLD,764
767,Spain,Male,47,2,0.0,1,1,0,48161.18,3,GOLD,580
470,Spain,Male,34,9,0.0,2,0,1,89013.67,4,DIAMOND,568
628,France,Male,30,8,89182.09,1,1,1,13126.9,3,GOLD,228
557,Spain,Male,36,1,113110.26,1,1,0,98413.1,3,DIAMOND,512
459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1,PLATINUM,997
833,France,Male,30,1,0.0,2,1,0,141860.62,5,DIAMOND,380
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,3,PLATINUM,706
699,France,Male,40,7,0.0,1,0,1,152876.13,3,DIAMOND,497
487,France,Male,37,6,0.0,2,1,1,126477.41,2,SILVER,701
602,France,Male,31,7,155271.83,1,1,1,179446.31,4,GOLD,836
584,France,Male,35,9,0.0,2,1,0,192381.21,3,GOLD,490
563,Spain,Female,46,8,106171.68,1,1,0,163145.5,3,GOLD,672
534,Spain,Male,51,3,0.0,2,0,1,20856.31,5,GOLD,253
850,Spain,Male,30,2,0.0,2,0,1,27937.12,1,PLATINUM,663
713,France,Female,39,10,0.0,2,1,1,126263.97,5,PLATINUM,238
560,France,Female,35,1,0.0,2,1,0,3701.63,5,DIAMOND,901
741,France,Male,38,9,0.0,2,1,0,14379.01,5,GOLD,347
758,France,Female,30,3,141581.08,1,1,0,156249.06,2,SILVER,797
512,France,Female,30,6,0.0,2,1,0,88827.31,2,GOLD,471
528,Spain,Female,32,0,68138.37,1,1,1,170309.19,2,SILVER,871
591,France,Male,35,7,183027.25,1,1,1,56028.79,2,PLATINUM,723
676,Spain,Female,30,5,0.0,2,0,1,157888.5,4,SILVER,608
715,Germany,Female,32,3,104857.19,2,1,0,114149.8,2,PLATINUM,573
584,France,Male,35,3,146311.58,1,1,1,105443.47,1,GOLD,292
508,France,Male,26,7,205962.0,1,1,0,156424.4,1,DIAMOND,954
558,France,Male,38,8,113000.92,1,1,1,152872.39,2,GOLD,784
826,France,Female,30,5,0.0,2,0,1,157397.57,1,SILVER,342
637,France,Female,21,10,125712.2,1,0,0,175072.47,4,PLATINUM,402
456,Spain,Male,32,9,147506.25,1,1,1,135399.21,3,DIAMOND,454
717,France,Female,41,3,135756.96,1,1,1,103706.41,2,SILVER,801
698,Germany,Female,51,2,111018.98,1,1,0,86410.28,4,DIAMOND,751
490,Spain,Female,48,8,155413.06,1,1,0,187921.3,3,GOLD,319
751,Germany,Male,36,5,73194.99,1,1,1,89222.66,3,PLATINUM,301
562,Spain,Male,41,5,165445.04,2,1,0,85787.31,4,GOLD,766
612,France,Male,32,3,121394.42,1,1,0,164081.42,1,PLATINUM,588
594,France,Male,40,9,122417.17,2,0,1,190882.69,5,SILVER,394
684,Germany,Female,63,3,81245.79,1,1,0,69643.31,2,PLATINUM,870
537,Spain,Female,33,7,136082.0,1,1,0,62746.54,3,SILVER,808
499,Germany,Male,36,5,131142.53,2,1,0,174918.46,5,PLATINUM,941
680,France,Female,37,10,123806.28,1,1,0,81776.84,4,GOLD,997
613,Spain,Male,34,3,0.0,1,1,1,41724.72,2,GOLD,474
605,Spain,Female,48,10,150315.92,1,0,1,133486.36,4,GOLD,653
637,Germany,Male,40,9,154309.67,1,1,1,125334.16,3,PLATINUM,659
639,Spain,Male,38,9,130233.14,1,1,1,81861.1,4,PLATINUM,345
509,Spain,Male,38,2,0.0,1,0,0,168460.12,2,GOLD,450
685,France,Male,33,6,0.0,1,1,0,58458.26,4,DIAMOND,993
718,France,Female,39,3,0.0,2,1,1,145355.11,2,PLATINUM,709
679,Spain,Female,40,7,0.0,2,1,1,163757.29,2,GOLD,610
702,Spain,Female,38,2,0.0,1,1,1,161888.63,2,GOLD,364
644,Spain,Male,49,10,0.0,2,1,1,145089.64,4,SILVER,511
655,France,Female,32,2,0.0,1,1,1,71047.51,2,DIAMOND,506
596,Spain,Female,76,9,134208.25,1,1,1,13455.43,5,DIAMOND,374
716,France,Female,44,1,0.0,1,1,1,152108.47,4,GOLD,453
587,Germany,Female,44,5,125584.17,2,1,1,41852.24,5,SILVER,228
602,Germany,Male,32,7,184715.86,2,1,0,113781.99,5,GOLD,879
541,Germany,Male,40,7,95710.11,2,1,0,49063.42,1,PLATINUM,834
482,Germany,Female,48,2,69329.47,1,0,0,102640.52,5,DIAMOND,910
766,Spain,Male,41,6,99208.46,2,1,0,62402.38,4,GOLD,224
684,France,Female,43,7,0.0,2,1,0,131093.99,5,PLATINUM,358
689,Spain,Female,38,6,121021.05,1,1,1,12182.15,3,SILVER,946
512,France,Male,40,5,0.0,2,1,1,146457.83,3,DIAMOND,435
711,France,Female,25,7,0.0,3,1,1,9679.28,3,PLATINUM,865
631,Spain,Male,29,3,0.0,2,1,1,197963.46,3,DIAMOND,463
606,Germany,Male,48,4,132403.56,1,0,0,36091.91,2,SILVER,239
692,France,Male,54,5,0.0,2,1,1,88721.84,3,PLATINUM,552
638,France,Female,36,6,0.0,1,1,0,164247.51,4,DIAMOND,932
508,France,Male,49,7,122451.46,2,1,1,75808.1,3,GOLD,881
509,Spain,Male,41,7,126683.8,1,0,1,114775.53,3,PLATINUM,824
661,France,Female,34,0,0.0,2,1,0,185555.63,5,SILVER,996
576,France,Female,29,5,108541.04,1,1,1,126469.09,5,DIAMOND,843
731,France,Female,30,5,0.0,2,1,0,189528.72,4,SILVER,418
607,Spain,Male,36,8,158261.68,1,1,1,76744.72,5,GOLD,863
606,Germany,Male,65,10,126306.64,3,0,0,7861.68,5,DIAMOND,591
745,France,Male,46,2,122220.19,1,1,1,118024.1,3,DIAMOND,781
732,Spain,Male,54,0,134249.7,1,0,1,13404.4,4,PLATINUM,304
642,France,Male,38,3,0.0,2,0,0,171463.83,2,GOLD,737
586,France,Male,29,3,0.0,2,1,1,142238.54,2,GOLD,1000
540,Germany,Female,42,9,87271.41,2,1,0,172572.64,1,PLATINUM,978
617,Germany,Female,39,5,83348.89,3,1,0,7953.62,3,PLATINUM,994
657,Germany,Female,48,5,143595.87,1,0,0,101314.65,4,PLATINUM,944
702,Germany,Female,23,7,98775.23,1,1,0,114603.96,5,GOLD,291
661,Spain,Male,39,6,132628.98,1,0,0,38812.67,5,DIAMOND,581
735,France,Male,50,2,0.0,2,0,1,147075.69,3,GOLD,863
700,Germany,Male,35,4,95853.39,2,1,0,192933.37,5,GOLD,862
625,France,Female,51,7,136294.97,1,1,0,38867.46,1,PLATINUM,833
641,Germany,Male,35,2,103711.56,1,0,1,192464.21,2,PLATINUM,267
642,Spain,Male,34,8,0.0,1,1,0,72085.1,3,GOLD,323
716,France,Male,31,8,109578.04,2,1,1,51503.51,1,DIAMOND,393
682,Germany,Male,36,5,72373.62,2,1,0,36895.99,2,GOLD,505
756,France,Female,42,9,0.0,2,1,0,35673.42,2,DIAMOND,752
601,France,Male,74,2,0.0,2,0,1,51554.58,5,DIAMOND,564
592,Germany,Male,33,2,156570.86,1,1,1,37140.2,1,PLATINUM,376
550,Germany,Male,35,9,129847.75,2,1,0,197325.4,2,SILVER,921
673,Spain,Female,32,0,0.0,1,1,1,72873.33,4,GOLD,726
611,France,Male,38,7,0.0,1,1,1,63202.0,2,DIAMOND,447
524,France,Male,30,1,0.0,2,1,0,126812.85,3,DIAMOND,706
631,Germany,Male,37,8,138292.64,2,0,0,152422.91,3,DIAMOND,647
555,Spain,Male,27,5,0.0,2,0,0,96398.51,3,GOLD,506
727,Spain,Female,31,0,0.0,1,1,0,121751.04,2,SILVER,274
669,France,Male,46,3,0.0,2,0,1,8487.75,2,SILVER,665
850,France,Male,40,1,76914.21,1,1,0,174183.44,2,DIAMOND,810
626,Germany,Male,27,4,115084.53,2,0,1,26907.43,3,GOLD,258
672,France,Female,34,8,0.0,2,1,1,16245.25,5,SILVER,923
850,France,Female,30,3,0.0,2,1,0,116692.8,5,SILVER,451
645,Spain,Female,55,1,133676.65,1,0,1,17095.49,5,SILVER,557
660,Germany,Female,52,4,86891.84,1,1,0,90877.76,4,DIAMOND,753
458,Germany,Female,28,2,171932.26,2,1,1,9578.24,4,GOLD,582
618,France,Female,21,2,125682.79,1,0,0,57762.0,1,PLATINUM,783
792,Spain,Female,40,7,0.0,1,1,0,141652.2,1,DIAMOND,538
817,France,Female,55,10,117561.49,1,1,0,95941.55,3,GOLD,226
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,3,SILVER,939
645,France,Male,25,0,174400.36,1,1,0,42669.37,5,GOLD,600
648,Spain,Female,31,5,0.0,2,1,1,5199.02,2,DIAMOND,980
743,France,Male,40,8,68155.59,1,1,0,94876.65,1,GOLD,413
529,France,Male,43,6,93616.35,2,0,0,98348.66,5,GOLD,286
669,Germany,Female,42,1,103873.39,1,1,0,148611.52,2,SILVER,964
511,France,Male,45,5,68375.27,1,1,0,193160.25,1,DIAMOND,351
562,Germany,Male,31,2,112708.2,1,0,1,186370.3,5,SILVER,249
605,Spain,Male,41,5,103154.66,1,0,0,143203.78,1,GOLD,380
664,Spain,Male,41,7,123428.69,1,1,1,164924.11,2,PLATINUM,315
534,France,Male,41,9,0.0,2,1,0,13871.34,2,DIAMOND,222
712,France,Female,29,3,87375.78,2,0,0,166194.53,2,SILVER,584
781,France,Male,38,2,117810.79,1,0,1,65632.33,3,SILVER,399
605,France,Male,41,10,0.0,2,0,1,97213.09,5,DIAMOND,411
487,France,Male,24,7,133628.09,2,1,1,98570.01,4,GOLD,223
634,Germany,Female,31,8,76798.92,1,0,0,196021.73,4,DIAMOND,373
563,France,Male,22,3,137583.04,1,0,1,5791.85,2,SILVER,628
685,Germany,Female,44,2,119657.53,1,1,0,145387.05,4,DIAMOND,646
628,France,Female,31,5,0.0,1,0,0,147963.07,1,DIAMOND,404
797,Germany,Male,32,1,151922.94,1,1,0,8877.06,2,GOLD,848
567,Spain,Male,43,2,115643.58,2,0,0,174606.35,2,DIAMOND,754
654,Germany,Male,37,5,112146.12,1,1,0,75927.35,3,GOLD,705
779,France,Male,27,1,0.0,2,1,1,190623.02,1,SILVER,620
557,Germany,Female,38,2,129893.56,1,0,0,102076.03,2,PLATINUM,823
632,Spain,Female,29,7,80922.75,1,1,0,7820.78,2,SILVER,434
650,France,Male,37,9,0.0,2,1,0,17974.08,2,SILVER,994
620,Spain,Male,36,7,169312.72,1,1,0,45414.09,3,DIAMOND,579
596,Spain,Female,29,6,0.0,2,1,0,116696.77,2,SILVER,447
656,France,Male,38,10,0.0,1,1,1,136521.82,1,SILVER,894
782,Germany,Male,42,7,126428.38,1,1,0,39830.1,1,GOLD,367
514,France,Female,46,3,106511.85,1,1,0,55072.32,5,GOLD,478
730,France,Female,47,7,0.0,1,1,0,33373.26,2,PLATINUM,504
619,Germany,Female,31,2,56116.3,2,0,0,2181.94,2,GOLD,972
597,France,Female,29,1,132144.35,1,1,0,158086.33,1,DIAMOND,718
600,France,Female,38,9,0.0,2,1,1,58855.85,5,PLATINUM,700
510,France,Male,32,9,103324.78,1,1,1,46127.7,3,GOLD,244
848,Spain,Male,22,7,120811.89,1,1,1,185510.34,5,GOLD,295
643,France,Male,45,5,0.0,1,1,0,142513.5,3,GOLD,730
645,Germany,Female,37,2,136925.09,2,0,1,153400.24,3,PLATINUM,739
735,Spain,Male,38,7,86131.71,2,0,0,93478.96,5,PLATINUM,692
656,Spain,Male,47,1,0.0,2,1,1,197961.93,5,SILVER,402
580,France,Female,65,9,106804.26,3,1,0,107890.69,3,GOLD,950
648,Germany,Male,34,3,95039.73,2,1,1,147055.87,3,DIAMOND,681
741,France,Female,44,7,0.0,2,1,1,190534.76,4,PLATINUM,843
611,Germany,Female,36,10,103294.56,1,1,0,160548.12,4,PLATINUM,296
737,France,Male,43,0,80090.93,1,1,0,39920.0,5,SILVER,394
654,Spain,Male,34,5,0.0,2,1,0,159311.46,3,PLATINUM,527
805,Germany,Female,33,3,105663.56,2,0,1,33330.89,3,SILVER,709
763,France,Male,67,1,149436.73,2,0,1,106282.74,3,GOLD,340
757,Germany,Male,33,1,122088.67,1,1,0,42581.09,2,DIAMOND,419
544,France,Female,29,1,118560.55,1,1,1,164137.36,3,GOLD,796
624,France,Male,37,0,0.0,2,0,0,112104.55,5,GOLD,925
586,Spain,Female,57,3,0.0,2,0,1,6057.81,4,PLATINUM,839
640,France,Female,33,1,167298.42,1,0,1,145381.65,1,SILVER,892
666,France,Male,51,2,148222.65,1,0,0,156953.54,2,DIAMOND,595
707,France,Female,40,5,0.0,2,1,0,41052.82,2,DIAMOND,763
683,France,Male,43,2,112499.42,2,1,0,30375.18,1,SILVER,469
730,Spain,Male,62,5,112181.08,1,0,1,61513.87,4,DIAMOND,916
678,France,Female,22,4,174852.89,1,1,1,28149.06,3,PLATINUM,333
558,France,Male,32,5,73494.21,1,0,0,136301.1,3,DIAMOND,655
610,France,Male,41,6,0.0,3,0,0,56118.81,2,PLATINUM,813
720,France,Male,44,3,86102.27,1,1,0,180134.88,2,DIAMOND,481
733,Spain,Male,35,8,102918.38,1,1,1,45959.86,5,PLATINUM,899
753,France,Male,92,3,121513.31,1,0,1,195563.99,3,PLATINUM,307
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,1,DIAMOND,889
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,1,PLATINUM,872
680,France,Male,44,7,108724.98,1,0,1,72330.46,4,GOLD,973
667,Spain,Male,56,2,168883.08,1,0,1,18897.78,2,PLATINUM,321
612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1,PLATINUM,836
614,Spain,Male,36,5,0.0,2,1,0,130610.78,1,GOLD,877
519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,SILVER,623
518,Germany,Male,29,9,125961.74,2,1,0,160303.08,3,DIAMOND,586
603,France,Male,45,9,0.0,1,0,0,148516.79,5,PLATINUM,593
670,Germany,Female,35,2,79585.96,1,0,1,198802.9,1,PLATINUM,817
729,Spain,Female,34,9,53299.96,2,1,1,42855.97,3,PLATINUM,929
587,Germany,Male,35,5,121863.61,1,1,1,23481.69,2,DIAMOND,260
535,France,Male,30,6,103804.97,1,1,1,125710.53,3,PLATINUM,553
638,France,Female,42,7,165679.92,1,0,0,32916.29,3,GOLD,717
701,Spain,Male,35,10,159693.9,2,1,1,71173.64,3,DIAMOND,752
697,Germany,Female,74,3,108071.36,2,1,1,16445.79,3,DIAMOND,525
589,France,Male,38,2,0.0,1,1,0,79915.28,2,SILVER,985
850,France,Male,31,1,96399.31,2,1,0,106534.15,5,PLATINUM,318
636,Germany,Female,31,9,80844.69,2,1,1,74641.9,4,SILVER,379
581,Germany,Male,31,6,116891.72,1,1,0,107137.3,2,SILVER,258
650,France,Male,34,4,106005.54,1,0,1,142995.32,4,PLATINUM,387
653,France,Male,44,8,0.0,2,1,1,154639.72,3,PLATINUM,382
700,Spain,Female,46,5,56580.95,2,0,1,45424.13,2,SILVER,868
602,France,Female,35,8,0.0,2,1,1,152843.53,2,PLATINUM,677
721,France,Male,42,4,102936.72,1,0,0,1187.88,2,DIAMOND,791
850,Spain,Male,51,3,109799.55,2,1,1,12457.76,3,PLATINUM,974
689,France,Male,34,1,165312.27,1,1,0,155495.63,3,DIAMOND,326
625,Germany,Male,56,0,148507.24,1,1,0,46824.08,3,PLATINUM,410
613,Germany,Female,20,0,117356.19,1,0,0,113557.7,4,DIAMOND,637
508,Germany,Female,41,5,82161.7,2,1,0,187776.49,1,DIAMOND,231
638,France,Female,32,0,0.0,2,1,0,160129.99,2,SILVER,530
577,Spain,Female,44,8,115557.0,1,0,1,127506.76,1,DIAMOND,336
538,Germany,Female,42,4,80380.24,1,1,0,119216.46,1,DIAMOND,374
683,France,Male,25,4,0.0,2,1,0,152698.24,3,PLATINUM,637
637,Germany,Female,55,1,123378.2,1,1,0,81431.99,3,DIAMOND,525
573,Germany,Male,31,0,134644.19,1,1,1,70381.49,5,SILVER,603
676,France,Male,29,7,131959.86,1,0,0,189268.81,2,SILVER,304
593,France,Female,46,7,98752.51,1,1,0,145560.38,3,SILVER,442
648,Spain,Female,28,9,102282.61,1,1,1,157891.11,1,DIAMOND,472
661,Spain,Female,28,7,95357.49,1,0,0,102297.15,5,GOLD,508
690,France,Female,26,5,157624.84,1,1,1,49599.27,5,DIAMOND,881
571,France,Female,42,4,108825.34,3,1,0,55558.51,1,DIAMOND,866
699,France,Male,34,2,117468.67,1,1,0,185227.42,5,GOLD,825
472,France,Male,19,9,0.0,2,1,0,3453.4,5,PLATINUM,745
692,Germany,Male,45,6,142084.04,4,1,0,188305.85,5,DIAMOND,322
569,Spain,Male,41,2,0.0,2,1,0,134272.57,5,SILVER,991
631,Germany,Female,32,2,146810.99,2,1,1,180990.29,1,GOLD,378
776,France,Female,29,5,0.0,2,1,1,143301.49,1,GOLD,580
726,France,Female,24,6,0.0,2,1,1,54724.03,4,GOLD,477
850,Germany,Male,61,3,141784.02,1,1,1,92053.75,1,SILVER,781
750,France,Male,38,5,151532.4,1,1,1,46555.15,2,SILVER,377
479,France,Male,47,1,0.0,1,1,0,95270.83,4,DIAMOND,782
610,Spain,Male,29,9,0.0,3,0,1,83912.24,5,SILVER,691
624,Germany,Female,52,0,133723.43,1,0,0,4859.59,5,SILVER,500
681,France,Male,46,0,105969.42,1,1,0,5771.56,4,GOLD,386
631,France,Male,29,7,0.0,2,0,1,125877.22,3,DIAMOND,617
723,Spain,Male,30,1,0.0,3,1,0,164647.72,3,SILVER,421
719,France,Female,22,7,114415.84,1,1,1,177497.4,2,GOLD,739
721,France,Male,46,1,115764.32,2,0,0,102950.79,3,DIAMOND,804
434,Spain,Male,33,3,0.0,1,1,1,2739.71,5,PLATINUM,556
605,Germany,Female,43,8,125338.8,2,1,0,23970.13,2,SILVER,998
656,Spain,Male,69,6,163975.09,1,1,1,36108.5,3,SILVER,836
709,Spain,Female,35,1,111827.27,2,1,0,12674.68,3,DIAMOND,716
605,France,Male,52,1,63349.75,1,1,0,108887.44,2,DIAMOND,437
516,France,Female,46,6,62212.29,1,0,1,171681.86,2,GOLD,937
630,Spain,Female,31,1,0.0,2,1,1,169802.73,4,PLATINUM,402
850,France,Female,34,2,0.0,2,1,1,171706.66,4,SILVER,589
602,France,Female,25,0,0.0,2,1,1,101274.17,1,PLATINUM,502
530,Germany,Female,42,0,99948.45,1,0,1,97338.62,4,DIAMOND,478
401,Germany,Male,48,8,128140.17,1,1,0,175753.55,2,GOLD,382
701,France,Female,41,2,0.0,1,1,0,47856.78,4,GOLD,916
677,France,Female,24,0,148298.59,2,0,0,182913.95,5,SILVER,339
615,Spain,Female,41,9,109013.23,1,1,0,196499.96,1,PLATINUM,561
734,Spain,Female,37,2,130404.92,1,0,0,34548.74,2,DIAMOND,434
633,Germany,Male,58,2,128137.42,2,1,0,147635.33,4,PLATINUM,681
606,Spain,Male,30,8,180307.73,2,1,1,1914.41,3,SILVER,567
684,Spain,Male,24,8,143582.89,1,1,1,22527.27,4,GOLD,559
809,France,Female,24,4,0.0,2,1,0,193518.76,1,GOLD,507
520,Germany,Female,31,3,108914.17,1,1,1,183572.39,3,SILVER,560
621,Spain,Male,53,9,170491.84,1,1,0,35588.07,3,PLATINUM,777
850,Spain,Male,71,10,69608.14,1,1,0,97893.4,2,SILVER,786
846,France,Female,34,10,142388.61,2,0,1,68393.64,5,SILVER,451
490,France,Female,40,1,0.0,1,1,1,49594.19,2,DIAMOND,229
684,Germany,Male,37,1,126817.13,2,1,1,29995.83,1,GOLD,511
486,Germany,Male,37,9,115217.99,2,1,0,144995.33,1,GOLD,882
740,France,Male,36,7,0.0,1,1,1,13177.4,5,SILVER,466
547,France,Female,48,1,179380.74,2,0,1,69263.1,3,DIAMOND,672
759,Spain,Female,35,7,147936.42,1,1,1,106785.7,4,SILVER,312
660,France,Male,35,7,0.0,2,1,0,13218.6,5,GOLD,759
667,Germany,Female,42,10,64404.26,2,0,0,26022.37,5,DIAMOND,577
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,5,DIAMOND,419
551,Germany,Male,50,1,121399.98,1,0,1,84508.44,2,DIAMOND,713
643,Spain,Male,34,3,83132.09,1,1,1,21360.88,2,DIAMOND,893
540,Spain,Male,37,0,120825.7,1,1,0,28257.89,2,GOLD,540
690,Spain,Male,36,10,0.0,2,1,0,55902.93,2,GOLD,876
532,France,Male,43,9,0.0,2,0,0,190573.91,3,PLATINUM,559
619,Spain,Male,38,3,96143.47,1,0,0,98994.92,3,DIAMOND,759
616,Spain,Female,44,7,193213.02,2,1,1,137392.77,1,GOLD,364
734,Spain,Female,39,3,92636.96,2,1,1,125671.29,2,SILVER,659
708,Germany,Female,42,8,192390.52,2,1,0,823.36,2,SILVER,307
647,Germany,Male,51,4,131156.76,1,1,0,29883.63,3,GOLD,531
521,Spain,Female,34,7,70731.07,1,1,1,20243.97,2,GOLD,773
504,Germany,Male,56,9,104217.3,1,0,0,55857.48,4,GOLD,359
790,Spain,Male,20,8,0.0,2,1,0,168152.76,5,GOLD,425
681,France,Male,59,4,122781.51,1,0,1,140166.95,2,DIAMOND,401
732,Germany,Female,61,9,94867.18,2,1,1,157527.6,3,GOLD,507
739,Spain,Female,27,8,98926.4,1,1,1,106969.98,2,GOLD,474
792,Germany,Female,59,9,101609.77,1,0,0,161479.19,5,DIAMOND,779
709,France,Male,38,5,0.0,2,1,1,81452.29,1,DIAMOND,649
655,Spain,Female,56,5,0.0,2,1,1,41782.7,2,PLATINUM,979
602,France,Male,34,5,0.0,2,1,1,77414.45,2,DIAMOND,743
655,Spain,Female,28,3,113811.85,2,0,1,76844.23,5,PLATINUM,890
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,2,SILVER,945
595,Germany,Male,32,8,131081.66,2,1,1,69428.79,1,GOLD,972
621,France,Male,32,1,0.0,2,1,1,168779.47,5,GOLD,781
736,Germany,Female,36,8,103914.17,1,1,1,110035.88,4,GOLD,666
432,France,Male,42,9,152603.45,1,1,0,110265.24,3,DIAMOND,437
657,France,Female,41,5,95858.37,1,1,1,68255.88,2,DIAMOND,529
666,Germany,Female,36,3,129118.5,2,0,0,139435.12,1,DIAMOND,940
523,Spain,Male,34,7,0.0,2,1,0,62030.06,4,DIAMOND,566
691,France,Male,30,9,0.0,1,1,0,49594.02,1,GOLD,789
427,Germany,Male,42,1,75681.52,1,1,1,57098.0,5,SILVER,418
569,Spain,Male,35,3,116969.35,1,0,0,94488.82,1,GOLD,413
815,Spain,Male,28,6,0.0,2,0,1,185547.71,2,SILVER,276
850,Germany,Male,29,1,154640.41,1,1,1,164039.51,4,DIAMOND,838
577,France,Female,46,1,0.0,1,1,1,158750.53,4,SILVER,800
705,Germany,Male,41,4,72252.64,2,1,1,142514.66,2,GOLD,710
575,France,Male,40,5,0.0,2,1,1,122488.59,3,PLATINUM,251
717,France,Female,36,5,0.0,2,1,1,145551.6,5,SILVER,412
731,France,Male,33,4,0.0,2,1,1,74945.11,3,GOLD,383
776,France,Female,31,5,0.0,2,1,0,92647.94,2,DIAMOND,597
516,Spain,Male,50,5,0.0,1,0,1,146145.93,5,GOLD,509
562,Germany,Female,31,9,117153.0,1,1,1,108675.01,4,PLATINUM,759
709,France,Male,37,7,0.0,1,1,0,159486.76,5,SILVER,981
529,France,Female,31,7,0.0,2,1,1,175697.87,3,SILVER,578
704,France,Female,40,6,95452.89,1,0,1,179964.55,1,PLATINUM,701
466,France,Female,36,5,119540.15,1,0,1,80603.99,1,PLATINUM,513
631,Spain,Male,23,3,0.0,2,1,0,13813.24,4,GOLD,234
725,France,Male,31,8,0.0,2,1,1,59650.42,5,DIAMOND,594
655,Spain,Female,36,1,135515.76,1,1,0,86013.96,4,DIAMOND,779
811,France,Male,31,7,117799.28,1,1,1,182372.35,4,SILVER,885
641,France,Male,65,6,38340.02,1,1,0,32607.77,3,DIAMOND,537
548,France,Female,36,3,0.0,1,1,0,65996.9,5,SILVER,409
665,Spain,Male,41,8,0.0,2,1,0,132152.32,2,GOLD,251
703,France,Male,36,2,0.0,2,1,0,108790.95,2,SILVER,433
759,France,Male,41,9,0.0,2,0,1,190294.12,4,GOLD,498
621,Spain,Male,50,3,163085.79,1,0,1,131048.36,5,PLATINUM,710
773,Germany,Female,42,8,152324.66,2,1,0,171733.22,4,GOLD,628
711,France,Male,64,4,0.0,2,1,1,3185.67,1,GOLD,949
792,France,Female,42,0,99045.93,2,1,0,47160.01,3,GOLD,758
699,Germany,Female,41,1,200117.76,2,1,0,94142.35,2,SILVER,706
726,France,Male,31,9,0.0,2,1,1,106117.3,3,GOLD,624
668,France,Male,72,2,0.0,2,1,1,70783.61,5,DIAMOND,658
520,Spain,Female,63,5,162278.32,1,1,1,34765.33,5,SILVER,998
798,France,Female,60,6,96956.1,1,1,0,31907.44,1,SILVER,703
709,Spain,Female,37,8,0.0,3,1,0,71738.56,5,PLATINUM,277
502,Germany,Female,42,0,132002.7,1,0,1,28204.98,3,SILVER,403
780,France,Male,34,1,0.0,1,1,1,64804.04,1,PLATINUM,885
605,Spain,Female,57,2,0.0,3,1,0,66652.75,3,PLATINUM,502
560,Spain,Female,27,7,124995.98,1,1,1,114669.79,5,SILVER,457
765,France,Male,51,3,123372.3,1,1,1,115429.32,4,SILVER,259
694,Spain,Male,39,0,107042.74,1,1,1,102284.2,4,PLATINUM,297
622,Germany,Female,52,9,111973.97,1,1,1,162756.29,2,GOLD,918
